 2,500 Japanese  students in Osaka  protest against Iraq  war	Japanese PLACE country="JP" form="NAM" gazref="IGDB:19768770" id="Pl-7" latLong="36.000°N 138.000°E" predicative="true" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-12" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY",Osaka PLACE country="JP" form="NAM" gazref="IGDB:19759095" id="Pl-6" latLong="34.667°N 135.500°E" state="JP-27" type="PPLA"	Iraq 33.0 44.0 iq_00,Osaka 34.69374084472656 135.50218200683594 jp_32,
Negotiations between Washington and Pyongyang on their nuclear dispute have been set for April 23 in Bejing and are widely seen here as a blow to Moscow efforts to stamp authority on the region by organizing such a meeting.	Washington PLACE country="US" form="NAM" gazref="IGDB:532871" id="Pl-49" latLong="38.895Â°N 77.037Â°W" state="US-DC" type="PPLC",Moscow PLACE country="RU" form="NAM" gazref="IGDB:17039439" id="Pl-35" latLong="55.752Â°N 37.616Â°E" state="RU-MOS" type="PPLC",Bejing PLACE country="CN" form="NAM" gazref="IGDB:18101459" id="Pl-51" latLong="39.929Â°N 116.388Â°E" state="CN-11" type="PPLC",Pyongyang PLACE country="KP" form="NAM" gazref="IGDB:19816541" id="Pl-50" latLong="39.019Â°N 125.755Â°E" state="KP-PYO" type="PPLC"	Washington 47.500118255615234 -120.50147247314453 us_wa,Moscow 55.752220153808594 37.61555862426758 ru_48,Bejing 39.907501220703125 116.39723205566406 cn_22,Pyongyang 39.033851623535156 125.75431823730469 kp_12,
Meanwhile the European "peace camp" troika finds itself in tricky diplomatic isolation from Washington .	Washington PLACE country="US" form="NAM" gazref="IGDB:532871" id="Pl-49" latLong="38.895Â°N 77.037Â°W" state="US-DC" type="PPLC"	Washington 47.500118255615234 -120.50147247314453 us_wa,
French President Jacques Chirac received only a reserved response when he tried to mend fences by placing a telephone call Tuesday to Bush.	French PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-54" latLong="46.000Â°N 2.000Â°E" predicative="true" type="COUNTRY"	
Meanwhile German Chancellor Gerhard Schroeder has not spoken to Bush since several weeks before the start of the war.	German PLACE country="DE" form="NAM" gazref="IGDB:18224345" id="Pl-55" latLong="51.500Â°N 10.500Â°E" predicative="true" type="COUNTRY"	Schroeder -26.374940872192383 -49.06272888183594 br_26,
But not everyone here agreed that Moscow 's diplomatic relations with Washington had suffered as badly.	Washington PLACE country="US" form="NAM" gazref="IGDB:532871" id="Pl-49" latLong="38.895Â°N 77.037Â°W" state="US-DC" type="PPLC",Moscow PLACE country="RU" form="NAM" gazref="IGDB:17039439" id="Pl-35" latLong="55.752Â°N 37.616Â°E" state="RU-MOS" type="PPLC"	Washington 47.500118255615234 -120.50147247314453 us_wa,Moscow 55.752220153808594 37.61555862426758 ru_48,
Most agreed that Russian diplomacy miscalculated and urged Putin to quickly reassess the quality of his advisers.	Russian PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-15" latLong="60.000Â°N 100.000Â°E" predicative="true" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-20" latLong="60.000Â°N 100.000Â°E" type="COUNTRY"	
"We were so proud of forming an antiwar bloc with France and Germany -- but nations have not been forming such blocs for at least 12 years and someone in Moscow should have understood that it was impossible to avert this war."	Moscow PLACE country="RU" form="NAM" gazref="IGDB:17039439" id="Pl-35" latLong="55.752Â°N 37.616Â°E" state="RU-MOS" type="PPLC",France PLACE country="FR" form="NAM" gazref="IGDB:18572019" id="Pl-41" latLong="46.000Â°N 2.000Â°E" type="COUNTRY",German PLACE country="DE" form="NAM" gazref="IGDB:18224345" id="Pl-55" latLong="51.500Â°N 10.500Â°E" predicative="true" type="COUNTRY",Germany PLACE country="DE" form="NAM" gazref="IGDB:18224345" id="Pl-45" latLong="51.500Â°N 10.500Â°E" type="COUNTRY"	France 46.0 2.0 fr_00,Moscow 55.752220153808594 37.61555862426758 ru_48,Germany 51.5 10.5 de_00,
"Our main goal now is to make sure that our relations with the United States do not suffer further -- and I think this is possible."	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-3" type="COUNTRY"	United States 39.7599983215332 -98.5 us_00,
US diplomats have hinted in recent weeks that Washington 's anger with European resistance to the campaign was focused more on Paris -- and to a lesser extent Berlin -- than it was with Moscow .	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-8" predicative="true" type="COUNTRY",Washington PLACE country="US" form="NAM" gazref="IGDB:532871" id="Pl-49" latLong="38.895Â°N 77.037Â°W" state="US-DC" type="PPLC",Moscow PLACE country="RU" form="NAM" gazref="IGDB:17039439" id="Pl-35" latLong="55.752Â°N 37.616Â°E" state="RU-MOS" type="PPLC",Berlin PLACE country="DE" form="NAM" gazref="IGDB:18253557" id="Pl-56" latLong="52.517Â°N 13.400Â°E" state="DE-BE" type="PPLA",Paris PLACE country="FR" form="NAM" gazref="IGDB:18543072" id="Pl-57" latLong="48.867Â°N 2.333Â°E" state="FR-75" type="PPLC"	Washington 47.500118255615234 -120.50147247314453 us_wa,Moscow 55.752220153808594 37.61555862426758 ru_48,Berlin 52.5 13.416669845581055 de_16,Paris 48.85340881347656 2.34879994392395 fr_a8,
Putin last spoke to Bush on April 5 at the US president's own initiative.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-8" predicative="true" type="COUNTRY"	US 49.099998474121094 1.966670036315918 fr_a8,
They are scheduled to meet next in the Russian leader's native city of Saint Petersburg in late May.	Saint Petersburg PLACE country="RU" form="NAM" gazref="IGDB:17003662" id="Pl-58" latLong="59.894Â°N 30.264Â°E" state="RU-SPE" type="PPLA",Russian PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-15" latLong="60.000Â°N 100.000Â°E" predicative="true" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-20" latLong="60.000Â°N 100.000Â°E" type="COUNTRY"	Saint Petersburg 59.894439697265625 30.264169692993164 ru_66,
"We showed the Americans that we would not give up on our position in Iraq cheaply and we did not.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-28" latLong="33.000Â°N 44.000Â°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
Khakamada argued that the United States would also need Russia 's help "to make the new Iraqi government seem legitimate."	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-3" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-28" latLong="33.000Â°N 44.000Â°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-27" latLong="33.000Â°N 44.000Â°E" predicative="true" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-20" latLong="60.000Â°N 100.000Â°E" type="COUNTRY"	United States 39.7599983215332 -98.5 us_00,
Most analysts linked Russia 's opposition to a war in Iraq to fears that it will lose oil contracts that were sealed with the now-toppled regime of Saddam Hussein.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-28" latLong="33.000Â°N 44.000Â°E" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-20" latLong="60.000Â°N 100.000Â°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
The floodgates of Iraqi oil are also now likely to open to world markets and hurt Russia 's budget revenues -- which are heavily reliant on revenues from its own energy exports.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-28" latLong="33.000Â°N 44.000Â°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-27" latLong="33.000Â°N 44.000Â°E" predicative="true" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-20" latLong="60.000Â°N 100.000Â°E" type="COUNTRY"	
But few at the Kremlin forum suggested that Putin's own standing among voters will be hurt by Russia 's apparent diplomacy failures.	Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-20" latLong="60.000Â°N 100.000Â°E" type="COUNTRY"	
Putin will face re-election in March 2004 and analysts noted that the war -- while opposed by most Russians -- was never turned by the Kremlin into a matter of national security.	Russian PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-15" latLong="60.000Â°N 100.000Â°E" predicative="true" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-20" latLong="60.000Â°N 100.000Â°E" type="COUNTRY"	Kremlin 36.54724884033203 -97.83145141601562 us_ok,
"I do not think that this will affect the elections unless Russia 's failure in Iraq is presented as an issue of national security -- and has not been yet," said Viktor Kuvaldin of a research center funded by former Soviet president Mikhail Gorbachev.	Soviet PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-59" latLong="60.000Â°N 100.000Â°E" predicative="true" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-28" latLong="33.000Â°N 44.000Â°E" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-20" latLong="60.000Â°N 100.000Â°E" type="COUNTRY"	Iraq 33.0 44.0 iq_00,
  Malaysia  's Anwar loses appeal in sodomy case ATTENTION - ADDS Anwar	Malaysia PLACE country="MY" form="NAM" gazref="IGDB:17594843" id="Pl-1" latLong="2.500°N 112.500°E" type="COUNTRY"	Malaysia 2.5 112.5 my_00,Anwar 16.684999465942383 7.979169845581055 ne_01,
KUALA LUMPUR , April 18 (AFP) Malaysia 's Appeal Court Friday refused to overturn the conviction and nine-year jail sentence imposed on ex-deputy prime minister Anwar Ibrahim for sodomy.	KUALA LUMPUR PLACE country="MY" form="NAM" gazref="IGDB:17596990" id="Pl-4" latLong="3.167°N 101.700°E" state="14" type="PPLC",Malaysia PLACE country="MY" form="NAM" gazref="IGDB:17594843" id="Pl-2" latLong="2.500°N 112.500°E" type="COUNTRY"	Malaysia 2.5 112.5 my_00,Anwar 16.684999465942383 7.979169845581055 ne_01,
Mahathir's sacking of the charismatic and popular Anwar in September 1998 rocked Malaysian politics, with thousands of people taking to the streets to demonstrate their support for him.	Malaysia PLACE country="MY" form="NAM" gazref="IGDB:17594843" id="Pl-2" latLong="2.500°N 112.500°E" type="COUNTRY",Malaysian PLACE country="MY" form="NAM" gazref="IGDB:17594843" id="Pl-3" latLong="2.500°N 112.500°E" predicative="true" type="COUNTRY"	Anwar 16.684999465942383 7.979169845581055 ne_01,
The conduct of the trials was widely criticised internationally and the United States still lists Anwar as a political prisoner.	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-5" type="COUNTRY"	United States 39.7599983215332 -98.5 us_00,Anwar 16.684999465942383 7.979169845581055 ne_01,
LOS ANGELES , April 18 (AFP) Best-selling novelist and "Jurassic Park" creator Michael Crichton has agreed to pay his fourth wife 31 million dollars as part of their divorce settlement, court documents showed Friday.	LOS ANGELES PLACE country="US" form="NAM" gazref="IGDB:1663328" id="Pl-1" latLong="34.052°N 118.243°W" state="US-CA" type="PPL"	Jurassic Park 51.017738342285156 21.549470901489258 pl_84,
Crichton, 60, is one of the world's wealthiest authors, and has had 12 of his novels made into major Hollywood movies.	Hollywood PLACE country="US" form="NAM" gazref="IGDB:1661757" id="Pl-4" latLong="34.098°N 118.326°W" predicative="true" state="US-CA" type="PPL"	Hollywood 47.73093032836914 -122.12928771972656 us_wa,
The writer will retain the rights to his books and films, although he has agreed to split a raft of other possessions with Anne Marie, his wife of 13 years, according to documents filed in Los Angeles Superior Court.	Los Angeles PLACE country="US" form="NAM" gazref="IGDB:1663328" id="Pl-3" latLong="34.052°N 118.243°W" state="US-CA" type="PPL"	Los Angeles 34.05223083496094 -118.24368286132812 us_ca,
Anne-Marie will get the couple's 19-room home in New York state, which was on the market last year for 21.5 million dollars, as well as their fine art collection.	home PLACE country="US" form="NOM" id="Pl-10" state="US-NY" type="FAC",New York PLACE country="US" form="NAM" gazref="IGDB:1780796" id="Pl-5" latLong="43.000°N 75.500°W" state="US-NY" type="CIVIL"	New York state 43.00035095214844 -75.4999008178711 us_ny,
Crichton, a Harvard Medical School graduate, will keep a home in Hawaii and four cars, while the couple, who also each have homes in Los Angeles , will share custody of their 15-year-old daughter, Taylor.	home PLACE country="US" form="NOM" id="Pl-10" state="US-NY" type="FAC",Hawaii PLACE country="US" form="NAM" gazref="IGDB:1780782" id="Pl-6" latLong="20.750°N 156.500°W" state="US-HI" type="CIVIL",Los Angeles PLACE country="US" form="NAM" gazref="IGDB:1663328" id="Pl-3" latLong="34.052°N 118.243°W" state="US-CA" type="PPL"	cars 45.12916946411133 -0.6195200085639954 fr_97,Hawaii 20.750280380249023 -156.50027465820312 us_hi,Harvard Medical School 42.33573913574219 -71.10513305664062 us_ma,Los Angeles 34.05223083496094 -118.24368286132812 us_ca,Taylor 33.598358154296875 -116.41835021972656 us_ca,
Before the divorce, Crichton's fortune was estimated at 65 million dollars, built on such hit novels as "The Andromeda Strain," "The Great American Train Robbery" and "Westworld" and his hit television series "ER."	American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-7" predicative="true" type="COUNTRY"	
In December, Chinese archaeologists named a new species of dinosaur after the "Jurassic Park" author.	Chinese PLACE country="CN" form="NAM" gazref="IGDB:18099327" id="Pl-8" latLong="35.000°N 105.000°E" predicative="true" type="COUNTRY"	Jurassic Park 51.017738342285156 21.549470901489258 pl_84,
  North Korea  nuclear bombshell sparks alarm, appeals for calm by	North Korea PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-1" latLong="40.000°N 127.000°E" predicative="true" type="COUNTRY"	North Korea 40.0 127.0 kp_00,sparks 39.534908294677734 -119.75269317626953 us_nv,
SEOUL , April 25 (AFP) US allegations that North Korea admitted to possessing nuclear weapons triggered alarm across Asia Friday and prompted appeals for calm from world capitals.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-29" type="COUNTRY",North Korea PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-14" latLong="40.000°N 127.000°E" type="COUNTRY",SEOUL PLACE country="KR" form="NAM" gazref="IGDB:19283417" id="Pl-15" latLong="37.566°N 127.000°E" state="KR-11" type="PPLC"	North Korea 40.0 127.0 kp_00,SEOUL 37.568260192871094 126.97782897949219 kr_11,Asia 30.998239517211914 -94.86937713623047 us_tx,
The admission, according to US sources, came during three-day talks in Beijing which concluded Friday, the first meeting between US and North Korean officials since the nuclear crisis erupted six months ago.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-29" type="COUNTRY",North Korea PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-14" latLong="40.000°N 127.000°E" type="COUNTRY",Korean PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-53" latLong="40.000°N 127.000°E" predicative="true" type="COUNTRY",Beijing PLACE country="CN" form="NAM" gazref="IGDB:18101459" id="Pl-37" latLong="39.929°N 116.388°E" predicative="true" state="CN-11" type="PPLC",North Korean PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-10" latLong="40.000°N 127.000°E" predicative="true" type="COUNTRY"	Beijing 39.916908264160156 116.39705657958984 cn_22,
China expressed hopes that both sides would keep the dialogue alive while officials in Moscow and London called for patience in resolving the complex impasse.	Moscow PLACE country="RU" form="NAM" gazref="IGDB:17039439" id="Pl-40" latLong="55.752°N 37.616°E" state="RU-11" type="PPLC",London PLACE country="GB" form="NAM" gazref="IGDB:17398111" id="Pl-42" latLong="51.500°N 0.117°W" state="GB-ENG" type="PPLC",China PLACE country="CN" form="NAM" gazref="IGDB:156" id="Pl-39" latLong="35.000°N 105.000°E" type="COUNTRY"	Moscow 55.752220153808594 37.61555862426758 ru_48,China 35.0 105.0 cn_00,London 36.47605895996094 -119.44317626953125 us_ca,
South Korea and Japan were cautious, with Seoul Foreign Minister Yoon Young-Kwan saying if the North Koreans were telling the truth, it would represent a "major" threat to peace in Northeast Asia .	Seoul PLACE country="KR" form="NAM" gazref="IGDB:19283417" id="Pl-54" latLong="37.566°N 127.000°E" state="KR-11" type="PPLC",North Korea PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-14" latLong="40.000°N 127.000°E" type="COUNTRY",Korean PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-53" latLong="40.000°N 127.000°E" predicative="true" type="COUNTRY",North Korean PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-10" latLong="40.000°N 127.000°E" predicative="true" type="COUNTRY",Japan PLACE country="JP" form="NAM" gazref="IGDB:19768770" id="Pl-45" latLong="36.000°N 138.000°E" type="COUNTRY",South Korea PLACE country="KR" form="NAM" gazref="IGDB:19283410" id="Pl-44" latLong="37.000°N 127.500°E" type="COUNTRY"	Seoul 37.568260192871094 126.97782897949219 kr_11,Yoon 6.766670227050781 9.5 ng_00,Asia 30.998239517211914 -94.86937713623047 us_tx,Japan 35.685359954833984 139.7530975341797 jp_00,South Korea 37.0 127.5 kr_00,
US sources with authoritative knowledge of the Beijing meetings said the head of the North Korean delegation Li Gun had confirmed to US envoy James Kelly that the Stalinist state had developed nuclear weapons and hinted it may sell or use them, depending on US actions.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-29" type="COUNTRY",North Korea PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-14" latLong="40.000°N 127.000°E" type="COUNTRY",Korean PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-53" latLong="40.000°N 127.000°E" predicative="true" type="COUNTRY",Beijing PLACE country="CN" form="NAM" gazref="IGDB:18101459" id="Pl-37" latLong="39.929°N 116.388°E" predicative="true" state="CN-11" type="PPLC",North Korean PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-10" latLong="40.000°N 127.000°E" predicative="true" type="COUNTRY"	US 63.43996810913086 48.6839599609375 ru_34,Beijing 39.916908264160156 116.39705657958984 cn_22,North Korean 40.0 127.0 kp_00,
