 2,500 Japanese  students in Osaka  protest against Iraq  war	Japanese PLACE country="JP" form="NAM" gazref="IGDB:19768770" id="Pl-7" latLong="36.000°N 138.000°E" predicative="true" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-12" latLong="33.000°N 44.000°E" predicative="true" type="COUNTRY",Osaka PLACE country="JP" form="NAM" gazref="IGDB:19759095" id="Pl-6" latLong="34.667°N 135.500°E" state="JP-27" type="PPLA"
"Our main goal now is to make sure that our relations with the United States do not suffer further -- and I think this is possible."	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-3" type="COUNTRY"
US diplomats have hinted in recent weeks that Washington 's anger with European resistance to the campaign was focused more on Paris -- and to a lesser extent Berlin -- than it was with Moscow .	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-8" predicative="true" type="COUNTRY",Washington PLACE country="US" form="NAM" gazref="IGDB:532871" id="Pl-49" latLong="38.895Â°N 77.037Â°W" state="US-DC" type="PPLC",Moscow PLACE country="RU" form="NAM" gazref="IGDB:17039439" id="Pl-35" latLong="55.752Â°N 37.616Â°E" state="RU-MOS" type="PPLC",Berlin PLACE country="DE" form="NAM" gazref="IGDB:18253557" id="Pl-56" latLong="52.517Â°N 13.400Â°E" state="DE-BE" type="PPLA",Paris PLACE country="FR" form="NAM" gazref="IGDB:18543072" id="Pl-57" latLong="48.867Â°N 2.333Â°E" state="FR-75" type="PPLC"
Putin last spoke to Bush on April 5 at the US president's own initiative.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-8" predicative="true" type="COUNTRY"
They are scheduled to meet next in the Russian leader's native city of Saint Petersburg in late May.	Saint Petersburg PLACE country="RU" form="NAM" gazref="IGDB:17003662" id="Pl-58" latLong="59.894Â°N 30.264Â°E" state="RU-SPE" type="PPLA",Russian PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-15" latLong="60.000Â°N 100.000Â°E" predicative="true" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-20" latLong="60.000Â°N 100.000Â°E" type="COUNTRY"
"We lost nothing and won nothing -- this was not our war," said liberal lawmaker Irina Khakamada of the Union of Rightist Forces.	
"We showed the Americans that we would not give up on our position in Iraq cheaply and we did not.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-28" latLong="33.000Â°N 44.000Â°E" type="COUNTRY"
We should continue sticking to our principles."	
Khakamada argued that the United States would also need Russia 's help "to make the new Iraqi government seem legitimate."	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-3" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-28" latLong="33.000Â°N 44.000Â°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-27" latLong="33.000Â°N 44.000Â°E" predicative="true" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-20" latLong="60.000Â°N 100.000Â°E" type="COUNTRY"
Most analysts linked Russia 's opposition to a war in Iraq to fears that it will lose oil contracts that were sealed with the now-toppled regime of Saddam Hussein.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-28" latLong="33.000Â°N 44.000Â°E" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-20" latLong="60.000Â°N 100.000Â°E" type="COUNTRY"
The floodgates of Iraqi oil are also now likely to open to world markets and hurt Russia 's budget revenues -- which are heavily reliant on revenues from its own energy exports.	Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-28" latLong="33.000Â°N 44.000Â°E" type="COUNTRY",Iraqi PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-27" latLong="33.000Â°N 44.000Â°E" predicative="true" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-20" latLong="60.000Â°N 100.000Â°E" type="COUNTRY"
But few at the Kremlin forum suggested that Putin's own standing among voters will be hurt by Russia 's apparent diplomacy failures.	Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-20" latLong="60.000Â°N 100.000Â°E" type="COUNTRY"
Putin will face re-election in March 2004 and analysts noted that the war -- while opposed by most Russians -- was never turned by the Kremlin into a matter of national security.	Russian PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-15" latLong="60.000Â°N 100.000Â°E" predicative="true" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-20" latLong="60.000Â°N 100.000Â°E" type="COUNTRY"
"I do not think that this will affect the elections unless Russia 's failure in Iraq is presented as an issue of national security -- and has not been yet," said Viktor Kuvaldin of a research center funded by former Soviet president Mikhail Gorbachev.	Soviet PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-59" latLong="60.000Â°N 100.000Â°E" predicative="true" type="COUNTRY",Iraq PLACE country="IQ" form="NAM" gazref="IGDB:16897518" id="Pl-28" latLong="33.000Â°N 44.000Â°E" type="COUNTRY",Russia PLACE country="RU" form="NAM" gazref="IGDB:17005945" id="Pl-20" latLong="60.000Â°N 100.000Â°E" type="COUNTRY"
  Malaysia  's Anwar loses appeal in sodomy case ATTENTION - ADDS Anwar	Malaysia PLACE country="MY" form="NAM" gazref="IGDB:17594843" id="Pl-1" latLong="2.500°N 112.500°E" type="COUNTRY"
KUALA LUMPUR , April 18 (AFP) Malaysia 's Appeal Court Friday refused to overturn the conviction and nine-year jail sentence imposed on ex-deputy prime minister Anwar Ibrahim for sodomy.	KUALA LUMPUR PLACE country="MY" form="NAM" gazref="IGDB:17596990" id="Pl-4" latLong="3.167°N 101.700°E" state="14" type="PPLC",Malaysia PLACE country="MY" form="NAM" gazref="IGDB:17594843" id="Pl-2" latLong="2.500°N 112.500°E" type="COUNTRY"
Anwar, 56, who this week completed four years in prison on a corruption charge, now faces an earliest possible release date of April 14, 2009 if he is given one third remission of his sentence for good behaviour.	
The former heir-apparent to Prime Minister Mahathir Mohamad, who says he was framed for political reasons, told reporters after his appeal was rejected: "You must remember its pre-selected judges, most junior of the court of appeal, and its all scripted.	
"What do you expect?"	
Mahathir's sacking of the charismatic and popular Anwar in September 1998 rocked Malaysian politics, with thousands of people taking to the streets to demonstrate their support for him.	Malaysia PLACE country="MY" form="NAM" gazref="IGDB:17594843" id="Pl-2" latLong="2.500°N 112.500°E" type="COUNTRY",Malaysian PLACE country="MY" form="NAM" gazref="IGDB:17594843" id="Pl-3" latLong="2.500°N 112.500°E" predicative="true" type="COUNTRY"
Within weeks he was arrested and charged with sodomising an official driver several years previously and with abusing his powers to cover up the offence.	
The conduct of the trials was widely criticised internationally and the United States still lists Anwar as a political prisoner.	United States PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-5" type="COUNTRY"
Anwar was told Monday that he had been granted a standard one-third remission of a six-year corruption sentence for good behaviour, and immediately began to serve the nine-year sentence for sodomy.	
 "Jurassic Park" creator Crichton agrees to pay ex-wife 31 million	
LOS ANGELES , April 18 (AFP) Best-selling novelist and "Jurassic Park" creator Michael Crichton has agreed to pay his fourth wife 31 million dollars as part of their divorce settlement, court documents showed Friday.	LOS ANGELES PLACE country="US" form="NAM" gazref="IGDB:1663328" id="Pl-1" latLong="34.052°N 118.243°W" state="US-CA" type="PPL"
Crichton, 60, is one of the world's wealthiest authors, and has had 12 of his novels made into major Hollywood movies.	Hollywood PLACE country="US" form="NAM" gazref="IGDB:1661757" id="Pl-4" latLong="34.098°N 118.326°W" predicative="true" state="US-CA" type="PPL"
The writer will retain the rights to his books and films, although he has agreed to split a raft of other possessions with Anne Marie, his wife of 13 years, according to documents filed in Los Angeles Superior Court.	Los Angeles PLACE country="US" form="NAM" gazref="IGDB:1663328" id="Pl-3" latLong="34.052°N 118.243°W" state="US-CA" type="PPL"
Anne-Marie will get the couple's 19-room home in New York state, which was on the market last year for 21.5 million dollars, as well as their fine art collection.	home PLACE country="US" form="NOM" id="Pl-10" state="US-NY" type="FAC",New York PLACE country="US" form="NAM" gazref="IGDB:1780796" id="Pl-5" latLong="43.000°N 75.500°W" state="US-NY" type="CIVIL"
Crichton, a Harvard Medical School graduate, will keep a home in Hawaii and four cars, while the couple, who also each have homes in Los Angeles , will share custody of their 15-year-old daughter, Taylor.	home PLACE country="US" form="NOM" id="Pl-10" state="US-NY" type="FAC",Hawaii PLACE country="US" form="NAM" gazref="IGDB:1780782" id="Pl-6" latLong="20.750°N 156.500°W" state="US-HI" type="CIVIL",Los Angeles PLACE country="US" form="NAM" gazref="IGDB:1663328" id="Pl-3" latLong="34.052°N 118.243°W" state="US-CA" type="PPL"
Before the divorce, Crichton's fortune was estimated at 65 million dollars, built on such hit novels as "The Andromeda Strain," "The Great American Train Robbery" and "Westworld" and his hit television series "ER."	American PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-7" predicative="true" type="COUNTRY"
According to one report, he received 3.5 million dollars for the film rights to his latest book, "Prey," and has a 30-million-dollar, two-book deal with publishers Harper Collins.	
Anne-Marie sued Crichton for divorce in September after their marriage broke down.	
In December, Chinese archaeologists named a new species of dinosaur after the "Jurassic Park" author.	Chinese PLACE country="CN" form="NAM" gazref="IGDB:18099327" id="Pl-8" latLong="35.000°N 105.000°E" predicative="true" type="COUNTRY"
  North Korea  nuclear bombshell sparks alarm, appeals for calm by	North Korea PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-1" latLong="40.000°N 127.000°E" predicative="true" type="COUNTRY"
SEOUL , April 25 (AFP) US allegations that North Korea admitted to possessing nuclear weapons triggered alarm across Asia Friday and prompted appeals for calm from world capitals.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-29" type="COUNTRY",North Korea PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-14" latLong="40.000°N 127.000°E" type="COUNTRY",SEOUL PLACE country="KR" form="NAM" gazref="IGDB:19283417" id="Pl-15" latLong="37.566°N 127.000°E" state="KR-11" type="PPLC"
The admission, according to US sources, came during three-day talks in Beijing which concluded Friday, the first meeting between US and North Korean officials since the nuclear crisis erupted six months ago.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-29" type="COUNTRY",North Korea PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-14" latLong="40.000°N 127.000°E" type="COUNTRY",Korean PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-53" latLong="40.000°N 127.000°E" predicative="true" type="COUNTRY",Beijing PLACE country="CN" form="NAM" gazref="IGDB:18101459" id="Pl-37" latLong="39.929°N 116.388°E" predicative="true" state="CN-11" type="PPLC",North Korean PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-10" latLong="40.000°N 127.000°E" predicative="true" type="COUNTRY"
China expressed hopes that both sides would keep the dialogue alive while officials in Moscow and London called for patience in resolving the complex impasse.	Moscow PLACE country="RU" form="NAM" gazref="IGDB:17039439" id="Pl-40" latLong="55.752°N 37.616°E" state="RU-11" type="PPLC",London PLACE country="GB" form="NAM" gazref="IGDB:17398111" id="Pl-42" latLong="51.500°N 0.117°W" state="GB-ENG" type="PPLC",China PLACE country="CN" form="NAM" gazref="IGDB:156" id="Pl-39" latLong="35.000°N 105.000°E" type="COUNTRY"
South Korea and Japan were cautious, with Seoul Foreign Minister Yoon Young-Kwan saying if the North Koreans were telling the truth, it would represent a "major" threat to peace in Northeast Asia .	Seoul PLACE country="KR" form="NAM" gazref="IGDB:19283417" id="Pl-54" latLong="37.566°N 127.000°E" state="KR-11" type="PPLC",North Korea PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-14" latLong="40.000°N 127.000°E" type="COUNTRY",Korean PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-53" latLong="40.000°N 127.000°E" predicative="true" type="COUNTRY",North Korean PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-10" latLong="40.000°N 127.000°E" predicative="true" type="COUNTRY",Japan PLACE country="JP" form="NAM" gazref="IGDB:19768770" id="Pl-45" latLong="36.000°N 138.000°E" type="COUNTRY",South Korea PLACE country="KR" form="NAM" gazref="IGDB:19283410" id="Pl-44" latLong="37.000°N 127.500°E" type="COUNTRY"
US sources with authoritative knowledge of the Beijing meetings said the head of the North Korean delegation Li Gun had confirmed to US envoy James Kelly that the Stalinist state had developed nuclear weapons and hinted it may sell or use them, depending on US actions.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-29" type="COUNTRY",North Korea PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-14" latLong="40.000°N 127.000°E" type="COUNTRY",Korean PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-53" latLong="40.000°N 127.000°E" predicative="true" type="COUNTRY",Beijing PLACE country="CN" form="NAM" gazref="IGDB:18101459" id="Pl-37" latLong="39.929°N 116.388°E" predicative="true" state="CN-11" type="PPLC",North Korean PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-10" latLong="40.000°N 127.000°E" predicative="true" type="COUNTRY"
"They said what we always knew, that they do have weapons," one US source said.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-29" type="COUNTRY"
"That doesn't shock us, we have been saying it.	
Now they have said it."	
Li also told Kelly that North Korea had gone ahead with reprocessing 8,000 spent fuel rods at its Yongbyon plant , which could produce enough weapons grade plutonium for several more nuclear bombs, said the sources who requested anonymity.	plant PLACE country="KP" form="NOM" id="Pl-66" type="FAC",North Korea PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-14" latLong="40.000°N 127.000°E" type="COUNTRY",Yongbyon PLACE country="KP" form="NAM" id="Pl-48" predicative="true"
An angry US President George W. Bush accused Pyongyang of reverting to blackmail following the nuclear admission and North Korea fired back with a charge that Washington had rejected a "bold" plan to resolve the six-month-old impasse.	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-29" type="COUNTRY",Washington PLACE country="US" form="NAM" gazref="IGDB:532871" id="Pl-62" latLong="38.895°N 77.037°W" state="US-DC" type="PPL",North Korea PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-14" latLong="40.000°N 127.000°E" type="COUNTRY",Pyongyang PLACE country="KP" form="NAM" gazref="IGDB:19816541" id="Pl-63" latLong="39.019°N 125.755°E" state="PYO" type="PPLC"
The outcome of the talks plunged financial markets into freefall in Seoul with analysts saying they saw no sign of a recovery any time soon.	Seoul PLACE country="KR" form="NAM" gazref="IGDB:19283417" id="Pl-54" latLong="37.566°N 127.000°E" state="KR-11" type="PPLC"
Despite the leaked details about the meetings, US officials publicly declined to confirm any of North Korea 's announcements, with US State Department spokesman Richard Boucher saying comments made by North Koreans "require careful analysis."	US PLACE country="US" form="NAM" gazref="IGDB:840" id="Pl-29" type="COUNTRY",North Korea PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-14" latLong="40.000°N 127.000°E" type="COUNTRY",Korean PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-53" latLong="40.000°N 127.000°E" predicative="true" type="COUNTRY",North Korean PLACE country="KP" form="NAM" gazref="IGDB:19818415" id="Pl-10" latLong="40.000°N 127.000°E" predicative="true" type="COUNTRY"
